Customer_ID,Tenure,MonthlyCharge,Contract,InternetService,Churn_Actual,Churn_Probability,Churn_Risk
R996865,6.541066702,187.46728,Two Year,DSL,No,0.21581944033689526,Low
P706486,4.332134531,157.469817,One year,Fiber Optic,No,0.015656565656565657,Low
J792155,2.279259145,212.641455,Month-to-month,DSL,Yes,0.9978947368421052,High
U158712,9.043575718,172.470522,One year,DSL,Yes,0.7085132904874114,High
L452982,8.446160069,104.992311,One year,,No,0.005555555555555556,Low
R619213,3.990895779,134.950905,Month-to-month,Fiber Optic,No,0.27818671176782644,Low
Y983317,9.07068647,187.484705,One year,Fiber Optic,No,0.0970400359874044,Low
A96078,16.97529426,149.988989,Month-to-month,,No,0.4259888094867113,Medium
H948218,25.77611616,182.483267,Two Year,Fiber Optic,No,0.011805555555555555,Low
B87304,3.189179387,210.105118,One year,DSL,Yes,0.9165226403992048,High
W390315,6.49110882,129.994975,One year,,No,0.018333333333333333,Low
T846662,8.908332009,194.974431,Month-to-month,Fiber Optic,Yes,0.8753168829404749,High
U588522,15.37107894,139.983006,Two Year,DSL,No,0.030802513201490186,Low
Z392431,9.715065141,262.610632,Two Year,Fiber Optic,Yes,0.9724014327216297,High
L984058,9.582004744,255.119794,One year,DSL,Yes,0.962803477339081,High
J641339,5.84055678,192.470522,Month-to-month,Fiber Optic,Yes,0.9238366667026624,High
X879031,2.968358466,114.950905,Month-to-month,DSL,No,0.18985097775474968,Low
O507534,9.294088005,129.99153,Two Year,DSL,No,0.026544566544566543,Low
I56280,12.96208301,129.99153,Month-to-month,DSL,Yes,0.732169698845432,High
B164687,2.831804349,114.972827,One year,Fiber Optic,No,0.009401709401709401,Low
S769641,9.322934248,159.979358,Two Year,DSL,No,0.08363570626258789,Low
N574445,11.75027091,164.964681,Month-to-month,DSL,Yes,0.9032480056389527,High
O438463,6.509951549,159.965581,Month-to-month,DSL,Yes,0.7584194860650169,High
L743816,3.087125795,160.00128,Month-to-month,Fiber Optic,No,0.25967321814813404,Low
X422065,5.310878954,149.959755,Month-to-month,Fiber Optic,No,0.2598505323186194,Low
D698441,4.208227552,222.628057,Month-to-month,DSL,Yes,1.0,High
T462322,4.933319572,204.963371,One year,Fiber Optic,Yes,0.11956325595711785,Low
V397454,6.284107728,172.44408,Month-to-month,Fiber Optic,Yes,0.775217817292649,High
R394240,2.179548523,220.114868,Month-to-month,DSL,Yes,0.9971428571428571,High
I959338,9.289517752,149.97755,Month-to-month,,Yes,0.8256646669111938,High
E719559,12.55438733,270.160419,Month-to-month,DSL,Yes,0.9922222222222221,High
J528795,28.86969715,152.44408,One year,DSL,No,0.07575257471996603,Low
D728807,8.063547235,232.62403,Month-to-month,DSL,Yes,0.9998615916955018,High
R30010,4.612099351,222.632554,Two Year,DSL,Yes,0.9795238095238095,High
T719053,14.60526414,262.610632,Month-to-month,Fiber Optic,Yes,0.9625891357860666,High
E807714,11.95255483,179.979358,Two Year,Fiber Optic,No,0.019323671497584544,Low
T581683,5.044076415,165.01134,Month-to-month,,Yes,0.8931332479870956,High
F504510,13.55218661,242.628057,One year,Fiber Optic,No,0.5484848474607031,Medium
V354248,7.748288711,182.465269,Month-to-month,Fiber Optic,No,0.5032605692805879,Medium
N950747,8.360649713,92.455141,Month-to-month,DSL,No,0.21909417915706572,Low
W67300,9.162445307,179.965581,Month-to-month,Fiber Optic,Yes,0.7103422559467397,High
D457155,5.823321565,255.119794,One year,DSL,Yes,0.9905931495405178,High
Z757676,8.294910436,182.460772,Month-to-month,Fiber Optic,Yes,0.8029946003045846,High
E330288,29.10639477,127.458638,Month-to-month,,No,0.07077144699126123,Low
O186531,5.786960464,207.609354,Month-to-month,Fiber Optic,Yes,0.9911111111111112,High
U225462,19.70266217,117.468591,Month-to-month,DSL,Yes,0.5104173926754589,Medium
X944341,4.455386749,95.005709,Month-to-month,,No,0.050652569020690465,Low
C518382,9.44860885,217.470195,One year,Fiber Optic,No,0.1631797651662354,Low
H630459,4.986528165,245.146969,Month-to-month,DSL,Yes,0.9833354417035632,High
A744958,12.00858052,177.48762,Month-to-month,DSL,No,0.6662118474387081,Medium
N451468,10.26390461,172.44408,One year,Fiber Optic,No,0.06609468962410138,Low
W483045,1.525343103,232.652038,Two Year,,Yes,0.9645424867719562,High
Y184122,11.78880203,147.442069,Month-to-month,Fiber Optic,Yes,0.7458916767960655,High
R736548,24.19132114,242.61428,Month-to-month,Fiber Optic,Yes,0.9208333964774479,High
H654233,14.37727698,172.487091,Month-to-month,,Yes,0.7580803056011282,High
P106092,1.128335443,212.641455,Two Year,DSL,No,0.5403156783995234,Medium
M67658,5.691421867,154.975543,Month-to-month,DSL,Yes,0.9135403963573816,High
N147187,6.492246879,154.975543,Month-to-month,DSL,Yes,0.9355396123221145,High
S297647,3.831221517,207.481057,Two Year,Fiber Optic,Yes,0.671240187719344,Medium
P493147,11.08306586,127.495766,One year,Fiber Optic,No,0.0,
U782508,7.48578642,127.442069,One year,DSL,No,0.14489671404420376,Low
E682726,8.654535873,194.976769,Month-to-month,Fiber Optic,Yes,0.910696871068388,High
X688103,5.179004124,114.997564,One year,,No,0.0,
R556050,1.440416687,207.638588,Month-to-month,,Yes,0.951932914040848,High
O03884,7.542749465,184.971516,Month-to-month,Fiber Optic,Yes,0.901523376600668,High
O464940,4.607336316,182.446995,One year,Fiber Optic,No,0.051456499891915294,Low
Q242803,6.28842083,169.944668,Month-to-month,Fiber Optic,Yes,0.8897785532414421,High
M628541,1.532973151,220.132293,Month-to-month,Fiber Optic,Yes,0.9845125841900035,High
S207969,15.74763468,142.452604,Month-to-month,DSL,No,0.35053961971448255,Medium
C810403,23.956929,129.994975,Month-to-month,,No,0.13786445616173787,Low
Y120307,9.073819276,139.979239,Month-to-month,,No,0.26674170040722833,Low
V866500,4.310152224,157.483594,Two Year,Fiber Optic,No,0.008023490097793504,Low
X343919,19.76529476,200.118516,Month-to-month,DSL,Yes,0.9716003536693192,High
K641869,17.71637154,149.959755,Month-to-month,Fiber Optic,No,0.36270746825563305,Medium
U113610,17.37839741,182.460772,Month-to-month,Fiber Optic,Yes,0.7565054604306732,High
G92465,5.130341596,212.641455,Month-to-month,DSL,Yes,0.9934502923976608,High
E661180,6.588311936,149.977753,Two Year,Fiber Optic,No,0.0247130805332412,Low
T202681,4.222122394,129.976324,One year,,No,0.0075855689176688255,Low
S78003,10.81273093,152.466002,Month-to-month,Fiber Optic,No,0.26477606858749636,Low
S431288,1.078815111,142.482694,Month-to-month,DSL,Yes,0.9498787954484845,High
Z461920,7.161869147,132.479779,Month-to-month,DSL,Yes,0.7394176133706041,High
R03630,4.313377262,149.984492,Month-to-month,,No,0.5598196054316719,Medium
P789306,11.38490458,240.114868,Month-to-month,Fiber Optic,Yes,0.9920772946859904,High
Q407375,26.01552533,230.105118,Month-to-month,Fiber Optic,Yes,0.9242274516252942,High
M589403,4.784582646,129.994975,Month-to-month,,Yes,0.8917694176903436,High
B200191,5.110718131,159.980465,Month-to-month,,Yes,0.8906872345536568,High
X481143,8.802527803,117.468591,Month-to-month,DSL,No,0.18137483743206878,Low
H991225,4.667703398,247.664655,Two Year,DSL,Yes,0.9827131489200456,High
T540942,7.455148937,184.993915,One year,,Yes,0.6533410320902584,Medium
O763178,4.475652318,162.467607,One year,DSL,No,0.1202880039178169,Low
W565969,17.28550612,277.651257,Month-to-month,Fiber Optic,Yes,0.9784985432883029,High
C657224,2.284207057,172.455519,Two Year,Fiber Optic,No,0.07097528547656068,Low
W518389,5.028564472,149.959755,Month-to-month,Fiber Optic,No,0.2658201787764282,Low
S256921,11.09808176,172.456745,One year,DSL,No,0.18213169978954402,Low
D285013,2.010353461,169.992756,Month-to-month,Fiber Optic,Yes,0.46849595263660987,Medium
H305043,5.240131023,172.440432,Month-to-month,DSL,Yes,0.8707060254993516,High
C17948,3.414733275,194.988208,Two Year,Fiber Optic,No,0.19988135961223544,Low
R692612,1.901532614,235.141716,One year,DSL,Yes,0.9613578038948505,High
I353809,5.541384803,242.61428,Month-to-month,Fiber Optic,Yes,0.9955555555555555,High
W399323,5.62805389,117.51525,Month-to-month,,Yes,0.5980766845318117,Medium
U587093,8.791194482,127.458638,Two Year,,No,0.07127414086463822,Low
R447088,3.11643578,179.947583,Two Year,Fiber Optic,No,0.05017535781435861,Low
Y814048,2.086431077,139.934918,Two Year,DSL,Yes,0.5140716287491324,Medium
G939272,12.84560044,92.488023,Month-to-month,,No,0.023189094011011817,Low
W170124,2.704019894,117.472036,Month-to-month,,Yes,0.5148419828572784,Medium
Y05539,1.656338685,187.481057,One year,DSL,Yes,0.49389294945558043,Medium
C708546,14.89720747,225.145743,Two Year,DSL,Yes,0.8028218283991743,High
V447329,8.735757967,159.965008,Month-to-month,Fiber Optic,Yes,0.78754215133064,High
O181132,1.161803984,255.141716,Two Year,Fiber Optic,Yes,0.9476448886510807,High
H187434,13.76871228,184.993915,Month-to-month,,Yes,0.7824652079611341,High
Y546738,18.66504433,149.984492,Month-to-month,,No,0.6070457757265516,Medium
O847856,13.01023159,182.465269,Month-to-month,Fiber Optic,Yes,0.6965508999512352,Medium
D672232,5.803901847,129.948316,Month-to-month,DSL,No,0.3493861753411617,Medium
X486785,5.295927221,152.47417,Month-to-month,DSL,Yes,0.9890674931491258,High
B609623,2.463011656,207.49737,Two Year,Fiber Optic,No,0.20923547801427778,Low
A498648,14.04985628,154.991856,Month-to-month,DSL,Yes,0.8695461212926784,High
L766709,4.849677072,137.468591,Two Year,Fiber Optic,No,0.0006607929515418502,Low
S461725,9.595456517,207.481057,Month-to-month,Fiber Optic,No,0.5291553156138304,Medium
A879207,15.16937697,137.439154,One year,Fiber Optic,No,0.04515118868060045,Low
H750197,9.195415365,252.62403,Month-to-month,Fiber Optic,Yes,0.9920772946859904,High
Q994964,13.04114417,194.999168,Month-to-month,,No,0.5347622135718098,Medium
L180827,1.79772408,152.509013,Month-to-month,,Yes,0.9146392492939325,High
X224369,6.471903209,137.439154,Two Year,Fiber Optic,No,0.016774774775276658,Low
M552851,9.923586914,267.664655,Month-to-month,Fiber Optic,Yes,0.9843296293831925,High
L296464,5.36237356,157.469817,Month-to-month,Fiber Optic,No,0.2578413099011535,Low
W571315,3.317348927,154.975543,One year,DSL,No,0.19516788799686632,Low
H523291,10.79186592,117.439154,One year,DSL,No,0.0941712979937172,Low
R261202,3.505235526,182.476229,One year,,No,0.28734209282385836,Low
E313335,11.7391369,142.485486,Month-to-month,,No,0.5875489545113224,Medium
P911138,13.00962018,162.452604,Month-to-month,Fiber Optic,No,0.44731440832584846,Medium
N843105,4.709035899,144.960655,Two Year,Fiber Optic,No,0.0,
R912684,1.611546284,129.994975,One year,,No,0.10261812040096466,Low
A980855,11.55987401,129.962093,Month-to-month,DSL,Yes,0.8031093908312331,High
G706993,5.261212465,212.655686,Month-to-month,,Yes,0.9881355828595879,High
R860464,15.806584,104.962874,Two Year,,No,0.017142857142857144,Low
C774228,13.17849974,147.478341,One year,Fiber Optic,No,0.024936174936174935,Low
P451776,11.58317216,134.980139,Month-to-month,,No,0.20892267703847203,Low
X400925,12.05713486,127.488728,Month-to-month,,Yes,0.5829926489760586,Medium
T79206,3.105139512,220.132293,Month-to-month,Fiber Optic,Yes,0.9897435621740766,High
I709386,9.137809439,184.967019,Month-to-month,Fiber Optic,No,0.6926873648952807,Medium
V562502,7.176700824,124.964303,Month-to-month,Fiber Optic,No,0.02970873765674109,Low
L390014,6.991642782,182.467607,Month-to-month,Fiber Optic,Yes,0.71984522770818,High
Q202776,9.637781398,162.500692,One year,Fiber Optic,No,0.025053418803418805,Low
V825508,2.368283285,172.470522,Month-to-month,DSL,Yes,0.9759213348687034,High
U747129,9.651065829,212.669463,One year,,No,0.7043257318353565,High
M830301,8.730405893,257.63748,Month-to-month,DSL,Yes,0.9955555555555555,High
E793032,4.173314039,222.628057,Month-to-month,DSL,Yes,1.0,High
T281937,15.42700763,152.479779,Month-to-month,Fiber Optic,No,0.08211186650956216,Low
Y595352,12.91213895,112.455141,One year,Fiber Optic,No,0.0,
F876671,3.679255472,142.485486,Month-to-month,,Yes,0.47621725919138364,Medium
R197427,10.34327947,162.471255,Month-to-month,Fiber Optic,No,0.341287794481587,Medium
Z38983,5.451895614,159.964152,Month-to-month,,Yes,0.864867744375229,High
J611355,12.81881129,194.958118,Month-to-month,Fiber Optic,Yes,0.7499553649112299,High
H455492,8.277054038,149.944668,Two Year,DSL,No,0.06352733135694597,Low
A768649,14.31596419,182.460772,Two Year,Fiber Optic,No,0.038686974789915965,Low
M82512,5.259033624,204.949594,Two Year,Fiber Optic,Yes,0.5067152946472006,Medium
T108863,14.44810037,120.003499,One year,,No,0.013824973524598055,Low
V611969,4.245035615,164.985293,Month-to-month,DSL,Yes,0.9138848256406757,High
O344933,4.035770971,172.503404,One year,,Yes,0.46944003427576975,Medium
O479736,6.434280902,277.651257,Month-to-month,Fiber Optic,Yes,1.0,High
G632313,5.425068599,275.133571,One year,Fiber Optic,Yes,0.9642302528590969,High
X685005,2.729451922,152.510442,Two Year,DSL,No,0.05324827219564062,Low
I237134,5.134989649,184.971516,Month-to-month,Fiber Optic,No,0.46391187924049093,Medium
X496118,6.979009919,227.475448,Two Year,Fiber Optic,No,0.41431947392014673,Medium
W106729,4.816592997,184.967019,Month-to-month,Fiber Optic,Yes,0.7889180507277829,High
K940748,3.861708438,129.977753,One year,DSL,No,0.022161328299435717,Low
O270789,11.58576976,275.119794,Month-to-month,Fiber Optic,Yes,1.0,High
I636533,1.740841699,194.958118,Month-to-month,Fiber Optic,No,0.8357618369874519,High
A945949,10.50397242,139.99789,Two Year,,No,0.014957264957264958,Low
E161106,4.906579535,115.002061,Month-to-month,,No,0.09394887253136791,Low
M957583,15.90065569,192.440432,Month-to-month,Fiber Optic,No,0.3721169212583245,Medium
L177821,1.276890621,139.965008,Month-to-month,DSL,Yes,0.9746204256549084,High
X365608,5.915225146,182.443347,One year,DSL,Yes,0.7281781908696707,High
Y653949,2.646328849,159.964152,Month-to-month,,Yes,0.9311578068243728,High
X132040,13.7944302,139.934918,Month-to-month,DSL,Yes,0.8830833435526144,High
R676234,1.550579619,177.65076,Month-to-month,,Yes,0.9757713767182921,High
O632318,10.03364243,210.105118,Two Year,DSL,Yes,0.8958907030760648,High
O744533,14.63294721,172.44408,Month-to-month,Fiber Optic,Yes,0.670603916846475,Medium
R607131,7.380291282,117.472036,Month-to-month,,Yes,0.611193405102146,Medium
Z842303,1.047382039,144.960655,One year,Fiber Optic,No,0.06138041181384834,Low
L912943,2.371911572,210.12704,Month-to-month,Fiber Optic,Yes,0.9776556776556776,High
N715806,4.905988692,192.470522,One year,Fiber Optic,No,0.13264706418425976,Low
A385989,2.253077812,150.006987,Two Year,,No,0.021607843137254903,Low
W550892,1.59959844,169.937833,Month-to-month,Fiber Optic,Yes,0.8504761038124984,High
W309935,27.46106977,222.649979,Month-to-month,Fiber Optic,Yes,0.9806266215897476,High
Y714473,1.457335487,200.118516,Month-to-month,DSL,Yes,0.9778984414278533,High
N762754,17.34243942,255.137219,Month-to-month,Fiber Optic,Yes,0.9738318025285948,High
U517091,9.759495559,190.12704,Month-to-month,DSL,Yes,1.0,High
P181267,16.66814552,117.485813,Month-to-month,,No,0.07683395209348025,Low
I916859,16.66213522,220.132293,Two Year,Fiber Optic,Yes,0.5035034955991717,Medium
C299043,14.38485335,142.468917,Month-to-month,DSL,No,0.5518212815964023,Medium
Y184043,1.443775322,142.471255,One year,DSL,No,0.3124367913856766,Medium
N304752,9.349597147,275.133571,Two Year,Fiber Optic,Yes,0.9268880588067822,High
E996160,4.945014197,162.482694,Month-to-month,Fiber Optic,No,0.3506722641680157,Medium
Z888785,8.015401085,114.983787,Month-to-month,,No,0.1188273282781292,Low
Q345021,1.153881327,204.949594,Two Year,Fiber Optic,Yes,0.7990911252416991,High
J473225,18.09905454,147.460067,Month-to-month,Fiber Optic,No,0.0187796140956534,Low
L380389,2.625315241,139.99789,Month-to-month,,Yes,0.9118124945291244,High
R00362,11.20984456,190.12704,Month-to-month,DSL,Yes,1.0,High
D760092,5.566520625,222.632554,One year,DSL,Yes,0.9627994227994228,High
N233282,2.380500918,139.979239,One year,,No,0.05103497809380163,Low
N871301,8.979360083,200.132293,One year,DSL,No,0.7589228258133552,High
B692438,8.840888613,172.44408,One year,Fiber Optic,No,0.02300921300921301,Low
G470445,8.137267032,179.947583,Two Year,Fiber Optic,No,0.14752476972766504,Low
P726191,2.258852671,235.141716,Month-to-month,DSL,Yes,1.0,High
D904626,2.010811355,172.440432,Month-to-month,DSL,Yes,0.92085784098942,High
P841552,1.591333405,240.114868,Month-to-month,Fiber Optic,Yes,0.994176245210728,High
D419396,7.918062789,152.479779,One year,Fiber Optic,No,0.06694606047547225,Low
U848705,1.515452465,210.138,Month-to-month,,Yes,0.9835254803675855,High
G140743,3.857300987,154.975543,Month-to-month,DSL,Yes,0.9278712933113655,High
N302415,7.882710227,127.442069,One year,DSL,No,0.06550969799701695,Low
X688456,3.950587999,162.446995,Month-to-month,DSL,Yes,0.9501168295765688,High
H941836,14.02849733,230.105118,One year,Fiber Optic,No,0.3857540364304333,Medium
F130726,6.721823696,262.610632,One year,Fiber Optic,Yes,0.979968149540518,High
P324088,1.796688583,149.99153,Month-to-month,Fiber Optic,No,0.34683464259004004,Medium
O851847,12.51401968,187.609354,One year,DSL,Yes,0.850111358062075,High
W369474,9.485268741,104.97808,Two Year,DSL,No,0.005555555555555556,Low
A609766,19.02547148,222.636202,Month-to-month,Fiber Optic,Yes,0.9627472012584642,High
I668927,2.506101194,255.155493,One year,Fiber Optic,Yes,0.9661114407341587,High
N761562,7.55918608,129.962093,Month-to-month,DSL,Yes,0.7888380977849856,High
K133355,1.692982143,229.993134,Month-to-month,Fiber Optic,Yes,0.7798293368476321,High
Q766801,6.069124406,149.948316,Month-to-month,Fiber Optic,No,0.6552080515776391,Medium
A977827,3.079467822,220.132293,Month-to-month,Fiber Optic,Yes,1.0,High
M336127,6.240783682,149.962093,Two Year,Fiber Optic,No,0.014258046522005912,Low
D926198,11.76491612,190.173699,Two Year,,Yes,0.6769581395814241,Medium
G390885,4.868716415,179.965581,Month-to-month,Fiber Optic,No,0.5838730233089904,Medium
B51907,5.011675804,225.131966,Month-to-month,DSL,Yes,0.9955555555555555,High
V644029,15.27829427,230.105118,Month-to-month,Fiber Optic,Yes,0.9971428571428572,High
R729456,4.06047424,210.156274,Month-to-month,,Yes,0.9935365853658535,High
L603563,9.618627021,152.509013,One year,,No,0.13391490608337356,Low
H677214,4.952763872,149.948316,Two Year,Fiber Optic,No,0.01622630049025988,Low
P824126,1.819217843,265.146969,Two Year,Fiber Optic,Yes,0.9554319626169294,High
D59575,16.62593689,242.61428,Month-to-month,Fiber Optic,Yes,0.9181136627085644,High
T359597,6.429025787,167.456419,Month-to-month,Fiber Optic,Yes,0.718611242855798,High
R756541,5.31868521,190.159922,Two Year,,No,0.32963739827974337,Medium
Z694986,16.4659765,242.657291,Month-to-month,,Yes,0.9694284860516076,High
V398404,9.188837964,132.479779,Month-to-month,DSL,Yes,0.8896163252052335,High
M414548,13.3771743,139.95684,Month-to-month,Fiber Optic,No,0.114601557880395,Low
V754108,5.688867768,207.609354,One year,Fiber Optic,Yes,0.9137900148316485,High
M50230,2.049006759,104.962874,Month-to-month,,No,0.41413299946084614,Medium
Z99512,22.11524673,172.456745,Two Year,DSL,No,0.1050488513894087,Low
H245198,6.524843094,124.964303,Month-to-month,Fiber Optic,No,0.1021483463318782,Low
I277938,3.976063151,179.979358,Month-to-month,Fiber Optic,Yes,0.6957060268689912,Medium
V583631,24.64624542,137.439154,Two Year,Fiber Optic,No,0.01967917554194327,Low
Y163128,7.852675802,127.458638,Month-to-month,,No,0.4382391816646651,Medium
A312093,6.745272795,210.105118,Month-to-month,DSL,Yes,0.9988235294117647,High
P877356,11.42508906,222.636202,Month-to-month,Fiber Optic,Yes,0.9800186741363213,High
X556472,3.328266165,172.510442,Month-to-month,Fiber Optic,No,0.31975011360798344,Medium
C139501,2.722310392,220.114868,One year,DSL,Yes,0.9176533072108468,High
Y440539,9.907505405,117.485813,Month-to-month,,No,0.3472482074319212,Medium
Z215431,4.319159918,287.642733,Two Year,Fiber Optic,Yes,0.9260181038419764,High
Y211180,11.34544436,140.00128,Month-to-month,DSL,No,0.6249868551410068,Medium
I961815,15.0349197,207.46728,Month-to-month,Fiber Optic,No,0.6962089393042749,Medium
M302337,18.39607984,124.960655,Month-to-month,DSL,Yes,0.6036309005675737,Medium
N727282,19.03625416,162.460772,One year,DSL,No,0.10741147741147743,Low
H279354,8.846951024,157.483594,Two Year,Fiber Optic,No,0.01655719759168035,Low
V354023,18.33393114,129.977753,Month-to-month,DSL,No,0.27766833124124934,Low
N326688,18.29391747,172.47417,Month-to-month,Fiber Optic,No,0.2830043647235734,Low
D816425,12.43358232,149.948316,Month-to-month,Fiber Optic,Yes,0.6889732927947323,Medium
J775742,4.303849456,182.446995,Month-to-month,Fiber Optic,Yes,0.9163398718187443,High
W667533,9.539729035,182.460772,Two Year,Fiber Optic,No,0.14732363201648624,Low
C717657,6.339774346,132.466002,Two Year,DSL,No,0.05072548028937481,Low
G715462,4.969645421,287.642733,One year,Fiber Optic,Yes,0.9567442035681598,High
K309886,5.376652863,162.497044,One year,DSL,No,0.13663530105944968,Low
E777441,11.67460124,139.987503,Two Year,DSL,No,0.02545180760190902,Low
K797257,24.71916223,179.965581,Two Year,Fiber Optic,No,0.01423195608792238,Low
K105167,4.354733929,172.47417,Month-to-month,Fiber Optic,Yes,0.8395076063348134,High
W968177,10.11019941,82.496547,Month-to-month,,No,0.09773821250749873,Low
Y247582,14.69261964,124.960655,Month-to-month,DSL,No,0.25560740906724116,Low
B586243,2.39088492,124.960655,Two Year,DSL,No,0.07430785073199934,Low
L93551,2.606228436,129.99153,Two Year,DSL,No,0.05747151203540656,Low
J582916,13.08606275,222.649979,Month-to-month,Fiber Optic,Yes,1.0,High
M592587,3.644232332,255.141716,Month-to-month,Fiber Optic,Yes,1.0,High
X207278,1.415346194,172.455519,Month-to-month,Fiber Optic,Yes,0.8313614028949626,High
O895899,15.1418246,127.458638,Month-to-month,,No,0.24013019203692196,Low
K529382,2.601455981,232.641455,Month-to-month,Fiber Optic,Yes,0.9860888386975343,High
S80319,14.5875554,182.460772,Month-to-month,Fiber Optic,Yes,0.7525066716844445,High
Z550529,13.37654004,184.963371,Month-to-month,DSL,Yes,0.9397506586980271,High
U286430,4.486607929,187.484705,One year,Fiber Optic,No,0.09222526548310153,Low
W487861,7.904120653,115.002061,Month-to-month,,Yes,0.5628801768967565,Medium
S274767,2.017579009,142.485486,Month-to-month,,No,0.48546740555801926,Medium
H722182,9.716257401,147.460067,Two Year,Fiber Optic,No,0.01335920564995455,Low
Z135438,18.05033087,92.455141,Month-to-month,DSL,No,0.13343480842739502,Low
S859045,8.700517617,179.947583,Two Year,Fiber Optic,No,0.06770733541530173,Low
A125688,7.25493599,270.160419,Two Year,DSL,Yes,0.9572939715524096,High
O444447,5.898536601,267.642733,One year,DSL,Yes,0.938660412203117,High
M183563,4.929637705,92.488023,Month-to-month,,No,0.05913575654404358,Low
V891124,8.713385365,232.641455,Month-to-month,Fiber Optic,Yes,0.9455791261878219,High
E249577,13.0035986,172.487091,Month-to-month,,Yes,0.7637893210908129,High
U784168,14.45990083,232.622804,One year,Fiber Optic,No,0.4411796295112147,Medium
Z655607,5.837241927,79.978861,One year,,No,0.007142857142857143,Low
I119237,10.81815085,172.456745,Two Year,DSL,Yes,0.5247236142577638,Medium
A782700,4.764739683,182.460772,Month-to-month,Fiber Optic,No,0.3994790652476414,Medium
V544721,4.056889119,242.61428,One year,Fiber Optic,Yes,0.970628742876461,High
F195302,9.876537733,127.511223,Month-to-month,,Yes,0.4950595131590611,Medium
U531334,1.018519598,160.01224,One year,,No,0.0845377735439655,Low
J345644,8.938308825,184.978458,Month-to-month,Fiber Optic,No,0.45393819464308716,Medium
E43004,4.187033385,157.469817,Month-to-month,Fiber Optic,Yes,0.5930957079369421,Medium
I664660,14.7804282,162.467607,Two Year,DSL,No,0.04435356788805065,Low
G119666,15.24536909,210.12704,Two Year,Fiber Optic,No,0.14168936184923642,Low
U518400,9.690818661,199.990219,Two Year,DSL,Yes,0.5889367554949673,Medium
Z461269,4.218778557,144.960655,Month-to-month,Fiber Optic,No,0.30516399901154745,Medium
P456447,2.205915318,164.985293,Two Year,DSL,No,0.08761176022045586,Low
P973504,11.18792763,245.146969,Month-to-month,DSL,Yes,0.9944070462409562,High
E267017,1.929621761,107.481989,One year,DSL,No,0.015923448532144183,Low
H450608,16.64037206,142.468917,Month-to-month,DSL,Yes,0.8067663311130702,High
K364420,4.898445616,187.609354,Two Year,DSL,Yes,0.929606452840963,High
B490537,3.218751358,242.628057,Month-to-month,Fiber Optic,Yes,1.0,High
E396045,10.03360917,147.503078,Month-to-month,,No,0.25328652748965036,Low
O391114,8.853636698,102.474625,Month-to-month,,No,0.03338334420526201,Low
W333236,3.523994671,172.457857,Two Year,Fiber Optic,No,0.02471932793065574,Low
S231734,9.473751367,217.483972,Month-to-month,Fiber Optic,Yes,0.9410486678900157,High
W593299,19.58895462,139.983006,Month-to-month,DSL,Yes,0.6707500738357646,Medium
P947144,10.19437082,129.959755,Two Year,DSL,No,0.12851237128286527,Low
U721877,2.871446409,105.010962,One year,,No,0.017142857142857144,Low
J797305,7.292787239,117.487242,Month-to-month,DSL,No,0.3248809858055104,Medium
M584587,8.458121948,214.952509,One year,Fiber Optic,Yes,0.39993290916515867,Medium
E110276,17.48396291,202.443347,Month-to-month,Fiber Optic,No,0.6429180480426996,Medium
W173695,8.92504512,202.682861,Month-to-month,,Yes,0.9840869998636365,High
Y162634,11.24061076,255.119794,One year,DSL,Yes,0.981704260651629,High
C30368,18.73450543,190.12704,Two Year,DSL,No,0.6020380755817455,Medium
J410708,6.681362911,202.649979,Month-to-month,DSL,Yes,1.0,High
R846970,5.824620949,149.944668,Two Year,DSL,No,0.07511599511599511,Low
M803578,18.97328429,182.467607,Month-to-month,Fiber Optic,Yes,0.7626807192425415,High
B110246,19.98393473,182.446995,Month-to-month,Fiber Optic,No,0.21015820448546674,Low
N471149,17.41856593,192.470522,One year,Fiber Optic,No,0.09378555469269845,Low
O211985,6.791270714,139.951231,Month-to-month,DSL,Yes,0.9646006423254535,High
P526389,7.172070851,144.988941,One year,DSL,No,0.11703482368756181,Low
E555705,16.99923183,157.483594,One year,Fiber Optic,No,0.009401709401709401,Low
L982121,8.960033031,184.985293,One year,Fiber Optic,No,0.1136101048905273,Low
P354965,2.451256489,225.178625,Month-to-month,,Yes,0.8896544490459735,High
N729642,13.76430574,210.105118,Month-to-month,DSL,Yes,0.9577247440834397,High
L390162,2.440923609,187.46728,Month-to-month,DSL,Yes,0.9148850307067697,High
H176781,8.279774899,142.500692,One year,DSL,No,0.01174089068825911,Low
L10400,9.2766412,149.959755,One year,Fiber Optic,No,0.02618904295621115,Low
R255244,6.435331488,124.97808,Two Year,Fiber Optic,No,0.0,
W671969,15.40849216,214.952509,One year,Fiber Optic,No,0.09187576146625882,Low
A259316,13.46926706,152.455519,Month-to-month,DSL,No,0.8150002660308386,High
W415781,6.867358844,207.638588,Two Year,,Yes,0.9409232677653729,High
O952685,7.522520984,149.97755,Month-to-month,,Yes,0.9757942507888508,High
J787742,1.763317472,127.460067,Month-to-month,DSL,Yes,0.6863229964358335,Medium
U668109,4.611940238,159.965008,Month-to-month,Fiber Optic,Yes,0.7003713988595273,High
Q11232,18.30915793,152.479779,Month-to-month,Fiber Optic,No,0.12229626864790225,Low
D707565,11.45319603,119.95684,Month-to-month,DSL,Yes,0.22698223324736533,Low
