Tenure,MonthlyCharge,Bandwidth_GB_Year,Outage_sec_perweek,Contract,InternetService,PaperlessBilling,PaymentMethod,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,Churn
12.96208301,129.99153,1848.639719,9.051251778,Month-to-month,DSL,No,Credit Card (automatic),Yes,No,No,No,Yes
2.831804349,114.972827,335.9239723,7.458066464,One year,Fiber Optic,No,Electronic Check,Yes,No,No,No,No
9.322934248,159.979358,1358.491904,12.0778957,Two Year,DSL,Yes,Electronic Check,No,No,No,No,No
11.75027091,164.964681,1714.901159,9.751202613,Month-to-month,DSL,Yes,Mailed Check,Yes,Yes,No,Yes,Yes
6.509951549,159.965581,1354.241904,8.278970561,Month-to-month,DSL,Yes,Mailed Check,No,Yes,No,No,Yes
3.087125795,160.00128,513.2164776,12.48971668,Month-to-month,Fiber Optic,No,Credit Card (automatic),Yes,No,No,No,No
5.310878954,149.959755,639.7187297,10.4673283,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),Yes,No,No,Yes,No
4.208227552,222.628057,1444.321124,13.84635691,Month-to-month,DSL,Yes,Electronic Check,No,No,Yes,Yes,Yes
4.933319572,204.963371,854.4182496,10.02798635,One year,Fiber Optic,No,Mailed Check,No,No,Yes,No,Yes
6.284107728,172.44408,829.2707102,7.363525885,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),No,Yes,Yes,No,Yes
2.179548523,220.114868,1211.247766,15.15657239,Month-to-month,DSL,Yes,Mailed Check,No,No,Yes,Yes,Yes
9.289517752,149.97755,1096.234525,8.441192512,Month-to-month,,No,Credit Card (automatic),No,Yes,Yes,No,Yes
12.55438733,270.160419,2312.167935,10.80087066,Month-to-month,DSL,Yes,Electronic Check,Yes,Yes,Yes,Yes,Yes
28.86969715,152.44408,3088.823891,10.35866414,One year,DSL,No,Electronic Check,No,Yes,Yes,No,No
8.063547235,232.62403,1810.319743,10.4009592,Month-to-month,DSL,Yes,Bank Transfer(automatic),No,Yes,Yes,Yes,Yes
4.612099351,222.632554,1479.639912,10.39432745,Two Year,DSL,Yes,Electronic Check,Yes,No,Yes,Yes,Yes
14.60526414,262.610632,2208.615485,15.08380131,Month-to-month,Fiber Optic,No,Credit Card (automatic),No,No,Yes,Yes,Yes
11.95255483,179.979358,1232.913132,6.479792672,Two Year,Fiber Optic,Yes,Bank Transfer(automatic),No,No,No,No,No
5.044076415,165.01134,928.4588213,12.76255256,Month-to-month,,No,Electronic Check,Yes,Yes,No,Yes,Yes
13.55218661,242.628057,1779.049529,5.031953948,One year,Fiber Optic,No,Credit Card (automatic),No,No,Yes,Yes,No
7.748288711,182.465269,1039.252532,12.63331903,Month-to-month,Fiber Optic,Yes,Mailed Check,Yes,No,No,Yes,No
8.360649713,92.455141,1262.21298,1.180258979,Month-to-month,DSL,No,Bank Transfer(automatic),No,No,No,No,No
9.162445307,179.965581,993.6031859,10.84787976,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,Yes,No,No,Yes
5.823321565,255.119794,1590.329883,8.222455858,One year,DSL,No,Electronic Check,No,Yes,Yes,Yes,Yes
8.294910436,182.460772,1048.128938,12.9775086,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),No,No,No,Yes,Yes
29.10639477,127.458638,2678.418264,3.908365171,Month-to-month,,Yes,Electronic Check,No,No,Yes,No,No
5.786960464,207.609354,993.8801154,6.483393995,Month-to-month,Fiber Optic,No,Bank Transfer(automatic),No,No,Yes,Yes,Yes
19.70266217,117.468591,2268.392356,5.729464009,Month-to-month,DSL,No,Mailed Check,Yes,No,No,No,Yes
4.455386749,95.005709,610.2580075,7.450205641,Month-to-month,,No,Credit Card (automatic),Yes,Yes,No,No,No
9.44860885,217.470195,1243.779967,14.37269379,One year,Fiber Optic,No,Electronic Check,Yes,Yes,No,Yes,No
4.986528165,245.146969,1460.586413,3.461555254,Month-to-month,DSL,No,Credit Card (automatic),No,Yes,Yes,Yes,Yes
12.00858052,177.48762,1774.586726,10.13650144,Month-to-month,DSL,No,Credit Card (automatic),Yes,Yes,No,Yes,No
10.26390461,172.44408,1022.516053,6.69907945,One year,Fiber Optic,No,Mailed Check,No,Yes,Yes,No,No
1.525343103,232.652038,805.1476345,7.544577618,Two Year,,Yes,Mailed Check,Yes,No,Yes,Yes,Yes
11.78880203,147.442069,1173.669727,9.891516764,Month-to-month,Fiber Optic,Yes,Mailed Check,No,No,No,Yes,Yes
24.19132114,242.61428,2551.579661,10.39942085,Month-to-month,Fiber Optic,Yes,Mailed Check,No,Yes,Yes,Yes,Yes
14.37727698,172.487091,2033.164639,7.010398119,Month-to-month,,Yes,Mailed Check,No,No,Yes,No,Yes
1.128335443,212.641455,1094.729266,12.47369418,Two Year,DSL,Yes,Credit Card (automatic),No,Yes,Yes,Yes,No
5.691421867,154.975543,1396.977223,14.81572883,Month-to-month,DSL,Yes,Credit Card (automatic),Yes,No,Yes,No,Yes
6.492246879,154.975543,1526.166139,7.647106164,Month-to-month,DSL,No,Credit Card (automatic),Yes,No,Yes,No,Yes
3.831221517,207.481057,767.1879493,9.746705702,Two Year,Fiber Optic,Yes,Electronic Check,Yes,No,Yes,No,Yes
11.08306586,127.495766,1224.30253,12.19720019,One year,Fiber Optic,Yes,Bank Transfer(automatic),Yes,No,No,No,No
7.48578642,127.442069,1311.269805,14.34937361,One year,DSL,No,Electronic Check,No,No,No,Yes,No
8.654535873,194.976769,1120.116258,9.263624334,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,Yes,Yes,No,Yes
5.179004124,114.997564,623.8543707,11.0781516,One year,,No,Electronic Check,No,No,No,No,No
1.440416687,207.638588,635.4288732,11.97165632,Month-to-month,,Yes,Bank Transfer(automatic),No,No,Yes,Yes,Yes
7.542749465,184.971516,943.6675679,9.812128627,Month-to-month,Fiber Optic,No,Credit Card (automatic),Yes,Yes,Yes,No,Yes
4.607336316,182.446995,766.7921091,11.05079611,One year,Fiber Optic,No,Electronic Check,No,Yes,No,Yes,No
6.28842083,169.944668,958.0823564,13.9416954,Month-to-month,Fiber Optic,No,Electronic Check,No,No,Yes,No,Yes
1.532973151,220.132293,720.5035962,10.13282402,Month-to-month,Fiber Optic,No,Bank Transfer(automatic),No,No,Yes,Yes,Yes
15.74763468,142.452604,2044.73861,6.486151578,Month-to-month,DSL,Yes,Mailed Check,Yes,No,Yes,No,No
23.956929,129.994975,2653.32821,10.09307939,Month-to-month,,Yes,Electronic Check,No,Yes,Yes,No,No
9.073819276,139.979239,1214.758985,16.16759956,Month-to-month,,Yes,Bank Transfer(automatic),Yes,No,No,Yes,No
4.310152224,157.483594,575.2472429,5.64473528,Two Year,Fiber Optic,Yes,Mailed Check,No,No,No,No,No
19.76529476,200.118516,2441.022927,7.637291768,Month-to-month,DSL,Yes,Mailed Check,No,Yes,Yes,Yes,Yes
17.71637154,149.959755,1732.013844,7.335113752,Month-to-month,Fiber Optic,Yes,Electronic Check,Yes,No,No,Yes,No
17.37839741,182.460772,1815.9129,11.16404955,Month-to-month,Fiber Optic,Yes,Mailed Check,No,No,No,Yes,Yes
5.130341596,212.641455,1404.974888,8.096814588,Month-to-month,DSL,Yes,Mailed Check,No,Yes,Yes,Yes,Yes
6.588311936,149.977753,751.8733285,7.428239784,Two Year,Fiber Optic,No,Electronic Check,Yes,Yes,No,No,No
4.222122394,129.976324,829.1270366,13.52402765,One year,,Yes,Electronic Check,Yes,No,Yes,No,No
10.81273093,152.466002,1277.906866,8.588524095,Month-to-month,Fiber Optic,No,Bank Transfer(automatic),Yes,Yes,Yes,No,No
1.078815111,142.482694,853.3942121,12.28484802,Month-to-month,DSL,Yes,Electronic Check,Yes,No,No,Yes,Yes
7.161869147,132.479779,1371.738945,6.325988402,Month-to-month,DSL,Yes,Credit Card (automatic),Yes,No,Yes,No,Yes
4.313377262,149.984492,824.8053885,12.50317843,Month-to-month,,Yes,Electronic Check,No,No,No,Yes,No
11.38490458,240.114868,1549.466596,16.58995671,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),No,No,Yes,Yes,Yes
26.01552533,230.105118,2601.095159,13.27497461,Month-to-month,Fiber Optic,Yes,Electronic Check,No,No,Yes,Yes,Yes
4.784582646,129.994975,1038.488303,8.461468748,Month-to-month,,No,Electronic Check,No,Yes,Yes,No,Yes
5.110718131,159.980465,579.4447417,13.12937988,Month-to-month,,Yes,Electronic Check,No,Yes,No,Yes,Yes
8.802527803,117.468591,1317.520342,8.023586737,Month-to-month,DSL,Yes,Bank Transfer(automatic),Yes,No,No,No,No
4.667703398,247.664655,1621.139508,8.023097117,Two Year,DSL,Yes,Bank Transfer(automatic),Yes,Yes,Yes,Yes,Yes
7.455148937,184.993915,1116.825249,14.87070352,One year,,Yes,Credit Card (automatic),Yes,Yes,No,Yes,Yes
4.475652318,162.467607,1233.62831,10.3803815,One year,DSL,Yes,Electronic Check,No,No,Yes,No,No
17.28550612,277.651257,2195.914801,10.65786656,Month-to-month,Fiber Optic,Yes,Electronic Check,Yes,No,Yes,Yes,Yes
2.284207057,172.455519,618.3644109,10.52752198,Two Year,Fiber Optic,Yes,Electronic Check,Yes,No,No,Yes,No
5.028564472,149.959755,698.7845202,10.67064745,Month-to-month,Fiber Optic,No,Mailed Check,Yes,No,No,Yes,No
11.09808176,172.456745,1541.269223,13.3713819,One year,DSL,Yes,Mailed Check,No,Yes,No,Yes,No
2.010353461,169.992756,441.5863902,6.780313334,Month-to-month,Fiber Optic,Yes,Electronic Check,No,Yes,No,No,Yes
5.240131023,172.440432,1221.696817,10.65970319,Month-to-month,DSL,Yes,Electronic Check,No,No,Yes,No,Yes
3.414733275,194.988208,868.9523115,10.60676299,Two Year,Fiber Optic,No,Electronic Check,Yes,No,No,Yes,No
1.901532614,235.141716,1215.412022,10.60701919,One year,DSL,Yes,Credit Card (automatic),Yes,Yes,Yes,Yes,Yes
5.541384803,242.61428,1212.756335,8.441465412,Month-to-month,Fiber Optic,No,Bank Transfer(automatic),No,Yes,Yes,Yes,Yes
5.62805389,117.51525,828.6984604,10.79373083,Month-to-month,,Yes,Credit Card (automatic),Yes,No,No,No,Yes
8.791194482,127.458638,1040.933456,19.08168517,Two Year,,Yes,Mailed Check,No,No,Yes,No,No
3.11643578,179.947583,473.0515906,12.13409749,Two Year,Fiber Optic,Yes,Mailed Check,No,No,No,Yes,No
2.086431077,139.934918,922.2958319,11.11012751,Two Year,DSL,Yes,Credit Card (automatic),No,No,Yes,No,Yes
12.84560044,92.488023,1266.982166,11.31808678,Month-to-month,,Yes,Mailed Check,No,Yes,No,No,No
2.704019894,117.472036,476.2957809,8.925549447,Month-to-month,,No,Mailed Check,No,Yes,Yes,No,Yes
1.656338685,187.481057,1097.557516,10.01977372,One year,DSL,Yes,Mailed Check,Yes,No,Yes,No,Yes
14.89720747,225.145743,2539.76136,5.349482623,Two Year,DSL,No,Bank Transfer(automatic),Yes,No,Yes,Yes,Yes
8.735757967,159.965008,1068.543522,9.530649932,Month-to-month,Fiber Optic,No,Mailed Check,No,No,No,Yes,Yes
1.161803984,255.141716,1004.100502,10.06967038,Two Year,Fiber Optic,No,Credit Card (automatic),Yes,Yes,Yes,Yes,Yes
13.76871228,184.993915,1801.182918,10.27136063,Month-to-month,,No,Electronic Check,Yes,Yes,No,Yes,Yes
18.66504433,149.984492,1990.914106,12.24849045,Month-to-month,,Yes,Electronic Check,No,No,No,Yes,No
13.01023159,182.465269,1469.359942,4.771959745,Month-to-month,Fiber Optic,No,Electronic Check,Yes,No,No,Yes,Yes
5.803901847,129.948316,1041.301237,11.53388751,Month-to-month,DSL,Yes,Bank Transfer(automatic),No,Yes,Yes,No,No
5.295927221,152.47417,1109.108163,11.90094641,Month-to-month,DSL,Yes,Mailed Check,No,Yes,No,Yes,Yes
2.463011656,207.49737,692.3788089,14.34560232,Two Year,Fiber Optic,No,Credit Card (automatic),Yes,Yes,No,Yes,No
14.04985628,154.991856,2072.078593,8.659099436,Month-to-month,DSL,Yes,Electronic Check,Yes,Yes,No,Yes,Yes
4.849677072,137.468591,692.5685037,12.27991447,Two Year,Fiber Optic,Yes,Electronic Check,Yes,No,No,No,No
9.595456517,207.481057,1366.210807,6.573582085,Month-to-month,Fiber Optic,Yes,Mailed Check,Yes,No,Yes,No,No
15.16937697,137.439154,1476.963855,10.47189661,One year,Fiber Optic,Yes,Credit Card (automatic),No,No,Yes,No,No
9.195415365,252.62403,1321.204826,13.32211645,Month-to-month,Fiber Optic,Yes,Electronic Check,No,Yes,Yes,Yes,Yes
13.04114417,194.999168,1557.923129,5.439572058,Month-to-month,,Yes,Credit Card (automatic),No,Yes,No,Yes,No
1.79772408,152.509013,740.0368256,7.84599874,Month-to-month,,Yes,Electronic Check,Yes,No,Yes,No,Yes
6.471903209,137.439154,644.2789946,8.989389393,Two Year,Fiber Optic,Yes,Credit Card (automatic),No,No,Yes,No,No
9.923586914,267.664655,1640.006106,10.9725355,Month-to-month,Fiber Optic,No,Bank Transfer(automatic),Yes,Yes,Yes,Yes,Yes
5.36237356,157.469817,545.6211065,16.53887592,Month-to-month,Fiber Optic,Yes,Electronic Check,No,Yes,No,No,No
3.317348927,154.975543,1258.06366,15.56284947,One year,DSL,Yes,Credit Card (automatic),Yes,No,Yes,No,No
10.79186592,117.439154,1582.783024,8.121051317,One year,DSL,No,Mailed Check,No,No,Yes,No,No
3.505235526,182.476229,596.3449707,4.937247087,One year,,Yes,Credit Card (automatic),No,Yes,No,Yes,No
11.7391369,142.485486,1335.902829,5.921988779,Month-to-month,,Yes,Electronic Check,Yes,Yes,Yes,No,No
13.00962018,162.452604,1460.632443,11.61603945,Month-to-month,Fiber Optic,Yes,Electronic Check,Yes,No,Yes,No,No
4.709035899,144.960655,545.1832765,11.08657399,Two Year,Fiber Optic,No,Mailed Check,No,No,No,No,No
1.611546284,129.994975,463.6509838,8.406366357,One year,,No,Electronic Check,No,Yes,Yes,No,No
11.55987401,129.962093,1766.074131,13.05019837,Month-to-month,DSL,Yes,Electronic Check,No,No,Yes,No,Yes
5.261212465,212.655686,1101.650764,12.017333,Month-to-month,,No,Mailed Check,Yes,Yes,Yes,Yes,Yes
15.806584,104.962874,1490.383762,10.51532824,Two Year,,Yes,Electronic Check,No,No,Yes,No,No
13.17849974,147.478341,1328.747604,6.056073185,One year,Fiber Optic,Yes,Electronic Check,Yes,No,No,No,No
11.58317216,134.980139,1199.466728,5.900461334,Month-to-month,,No,Bank Transfer(automatic),No,No,No,No,No
12.05713486,127.488728,1234.176575,4.455529019,Month-to-month,,No,Bank Transfer(automatic),No,No,No,Yes,Yes
3.105139512,220.132293,809.979871,10.13094024,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,No,Yes,Yes,Yes
9.137809439,184.967019,1196.870152,10.02323853,Month-to-month,Fiber Optic,No,Credit Card (automatic),No,Yes,Yes,No,No
7.176700824,124.964303,649.8383392,0.760277434,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,Yes,No,No,No
6.991642782,182.467607,927.9297296,5.114025367,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,No,Yes,No,Yes
9.637781398,162.500692,984.2036034,6.988268456,One year,Fiber Optic,Yes,Mailed Check,Yes,Yes,No,No,No
2.368283285,172.470522,1148.280787,14.96043073,Month-to-month,DSL,No,Electronic Check,No,No,No,Yes,Yes
9.651065829,212.669463,1719.483972,12.36821127,One year,,Yes,Mailed Check,Yes,No,Yes,Yes,No
8.730405893,257.63748,1880.78289,10.87926101,Month-to-month,DSL,No,Credit Card (automatic),Yes,Yes,Yes,Yes,Yes
4.173314039,222.628057,1560.361086,15.55101617,Month-to-month,DSL,No,Electronic Check,No,No,Yes,Yes,Yes
15.42700763,152.479779,1930.805216,8.211187999,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),Yes,No,Yes,No,No
12.91213895,112.455141,1447.711265,11.71773291,One year,Fiber Optic,No,Electronic Check,No,No,No,No,No
3.679255472,142.485486,836.5749555,6.911626144,Month-to-month,,Yes,Bank Transfer(automatic),Yes,Yes,Yes,No,Yes
10.34327947,162.471255,1224.604104,6.271196467,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),No,Yes,Yes,No,No
5.451895614,159.964152,765.8624235,10.52545349,Month-to-month,,Yes,Electronic Check,No,No,Yes,No,Yes
12.81881129,194.958118,1553.013845,9.699996141,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),Yes,No,Yes,No,Yes
8.277054038,149.944668,1320.132625,11.00710107,Two Year,DSL,No,Mailed Check,No,No,Yes,No,No
14.31596419,182.460772,1642.394079,13.86336803,Two Year,Fiber Optic,Yes,Credit Card (automatic),No,No,No,Yes,No
5.259033624,204.949594,876.2446802,3.294848551,Two Year,Fiber Optic,No,Mailed Check,No,Yes,Yes,No,Yes
14.44810037,120.003499,1424.117227,12.58586084,One year,,Yes,Electronic Check,Yes,No,Yes,No,No
4.245035615,164.985293,1083.381195,8.888970383,Month-to-month,DSL,Yes,Credit Card (automatic),Yes,No,Yes,No,Yes
4.035770971,172.503404,900.6921852,7.054722377,One year,,Yes,Electronic Check,No,Yes,No,Yes,Yes
6.434280902,277.651257,1482.558282,7.14125345,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),Yes,No,Yes,Yes,Yes
5.425068599,275.133571,1386.2317,5.965254402,One year,Fiber Optic,Yes,Mailed Check,No,No,Yes,Yes,Yes
2.729451922,152.510442,970.4333183,8.159988366,Two Year,DSL,Yes,Mailed Check,Yes,Yes,No,No,No
5.134989649,184.971516,806.2451255,5.729233184,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),Yes,Yes,Yes,No,No
6.979009919,227.475448,1258.30276,6.572735215,Two Year,Fiber Optic,Yes,Electronic Check,No,Yes,No,Yes,No
4.816592997,184.967019,938.5556359,10.86747966,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,Yes,Yes,No,Yes
3.861708438,129.977753,853.1123448,10.56770254,One year,DSL,No,Mailed Check,Yes,Yes,No,No,No
11.58576976,275.119794,1706.688082,9.718721513,Month-to-month,Fiber Optic,Yes,Electronic Check,No,Yes,Yes,Yes,Yes
1.740841699,194.958118,658.4234711,11.6041258,Month-to-month,Fiber Optic,No,Mailed Check,Yes,No,Yes,No,No
10.50397242,139.99789,1375.909262,9.586917162,Two Year,,Yes,Mailed Check,No,Yes,No,Yes,No
4.906579535,115.002061,708.2981607,8.606588238,Month-to-month,,No,Electronic Check,Yes,No,No,No,No
15.90065569,192.440432,1729.48154,10.01552859,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,No,Yes,No,No
1.276890621,139.965008,848.3285479,11.30041277,Month-to-month,DSL,No,Electronic Check,No,No,No,Yes,Yes
5.915225146,182.443347,1302.621469,10.41328888,One year,DSL,No,Credit Card (automatic),No,No,No,Yes,Yes
2.646328849,159.964152,730.6968601,7.694429352,Month-to-month,,Yes,Credit Card (automatic),No,No,Yes,No,Yes
13.7944302,139.934918,1965.419062,12.37922958,Month-to-month,DSL,Yes,Credit Card (automatic),No,No,Yes,No,Yes
1.550579619,177.65076,771.5712211,13.65070244,Month-to-month,,Yes,Electronic Check,Yes,No,Yes,Yes,Yes
10.03364243,210.105118,1830.93361,9.846699861,Two Year,DSL,Yes,Mailed Check,No,No,Yes,Yes,Yes
14.63294721,172.44408,1486.699299,13.03239121,Month-to-month,Fiber Optic,No,Bank Transfer(automatic),No,Yes,Yes,No,Yes
7.380291282,117.472036,823.39436,13.17617062,Month-to-month,,Yes,Mailed Check,No,Yes,Yes,No,Yes
1.047382039,144.960655,641.845268,10.82285908,One year,Fiber Optic,Yes,Credit Card (automatic),No,No,No,No,No
2.371911572,210.12704,594.5451059,13.25327303,Month-to-month,Fiber Optic,No,Electronic Check,Yes,No,Yes,Yes,Yes
4.905988692,192.470522,738.8929143,9.751665909,One year,Fiber Optic,Yes,Electronic Check,No,No,No,Yes,No
2.253077812,150.006987,534.5843758,13.18785324,Two Year,,No,Electronic Check,Yes,Yes,No,No,No
1.59959844,169.937833,427.0934802,7.639596437,Month-to-month,Fiber Optic,Yes,Mailed Check,No,No,No,Yes,Yes
27.46106977,222.649979,3069.566918,10.28840622,Month-to-month,Fiber Optic,Yes,Electronic Check,Yes,No,Yes,Yes,Yes
1.457335487,200.118516,1072.481938,11.22141288,Month-to-month,DSL,Yes,Mailed Check,No,Yes,Yes,Yes,Yes
17.34243942,255.137219,2389.270826,9.046493464,Month-to-month,Fiber Optic,Yes,Electronic Check,No,Yes,Yes,Yes,Yes
9.759495559,190.12704,1663.694612,10.35968528,Month-to-month,DSL,Yes,Electronic Check,Yes,No,Yes,Yes,Yes
16.66814552,117.485813,1887.894567,9.42589315,Month-to-month,,Yes,Credit Card (automatic),No,No,Yes,No,No
16.66213522,220.132293,1943.761302,12.40982989,Two Year,Fiber Optic,No,Electronic Check,No,No,Yes,Yes,Yes
14.38485335,142.468917,1794.480836,8.978754052,Month-to-month,DSL,Yes,Electronic Check,Yes,Yes,No,Yes,No
1.443775322,142.471255,985.5778302,10.0260969,One year,DSL,No,Electronic Check,No,Yes,Yes,No,No
9.349597147,275.133571,1589.339963,14.17316345,Two Year,Fiber Optic,No,Credit Card (automatic),No,No,Yes,Yes,Yes
4.945014197,162.482694,792.520824,10.07197012,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),Yes,No,No,Yes,No
8.015401085,114.983787,793.2826057,7.024369189,Month-to-month,,Yes,Mailed Check,No,Yes,No,No,No
1.153881327,204.949594,580.0697389,3.888998584,Two Year,Fiber Optic,No,Electronic Check,No,Yes,Yes,No,Yes
18.09905454,147.460067,1738.098524,7.336069408,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),No,Yes,No,No,No
2.625315241,139.99789,474.5558784,7.98755916,Month-to-month,,No,Electronic Check,No,Yes,No,Yes,Yes
11.20984456,190.12704,2026.429158,8.397641269,Month-to-month,DSL,Yes,Mailed Check,Yes,No,Yes,Yes,Yes
5.566520625,222.632554,1434.828418,10.72236279,One year,DSL,Yes,Electronic Check,Yes,No,Yes,Yes,Yes
2.380500918,139.979239,754.4414431,9.957228621,One year,,No,Credit Card (automatic),Yes,No,No,Yes,No
8.979360083,200.132293,1784.759356,11.7318828,One year,DSL,Yes,Bank Transfer(automatic),No,No,Yes,Yes,No
8.840888613,172.44408,1069.849043,11.24862413,One year,Fiber Optic,Yes,Credit Card (automatic),No,Yes,Yes,No,No
8.137267032,179.947583,1118.73994,8.850529612,Two Year,Fiber Optic,No,Bank Transfer(automatic),No,No,No,Yes,No
2.258852671,235.141716,1548.705967,7.419287002,Month-to-month,DSL,No,Bank Transfer(automatic),Yes,Yes,Yes,Yes,Yes
2.010811355,172.440432,863.4623731,11.06857815,Month-to-month,DSL,Yes,Electronic Check,No,No,Yes,No,Yes
1.591333405,240.114868,708.9358044,9.565152901,Month-to-month,Fiber Optic,Yes,Mailed Check,No,No,Yes,Yes,Yes
7.918062789,152.479779,1136.110777,8.482888636,One year,Fiber Optic,Yes,Mailed Check,Yes,No,Yes,No,No
1.515452465,210.138,804.489391,9.652139761,Month-to-month,,Yes,Mailed Check,No,Yes,Yes,Yes,Yes
3.857300987,154.975543,1202.670117,8.539641939,Month-to-month,DSL,Yes,Bank Transfer(automatic),Yes,No,Yes,No,Yes
7.882710227,127.442069,1244.709018,10.64291697,One year,DSL,Yes,Mailed Check,No,No,No,Yes,No
3.950587999,162.446995,1040.272445,11.20520071,Month-to-month,DSL,Yes,Electronic Check,No,Yes,No,Yes,Yes
14.02849733,230.105118,1664.080114,8.063335935,One year,Fiber Optic,No,Credit Card (automatic),No,No,Yes,Yes,No
6.721823696,262.610632,1366.71852,13.31380475,One year,Fiber Optic,Yes,Electronic Check,No,No,Yes,Yes,Yes
1.796688583,149.99153,600.0687482,10.71615894,Month-to-month,Fiber Optic,Yes,Electronic Check,Yes,No,No,No,No
12.51401968,187.609354,1848.378413,8.081619837,One year,DSL,No,Electronic Check,No,No,Yes,Yes,Yes
9.485268741,104.97808,1352.986244,12.51549843,Two Year,DSL,No,Mailed Check,No,No,No,No,No
19.02547148,222.636202,2323.778584,8.86985406,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),Yes,Yes,Yes,Yes,Yes
2.506101194,255.155493,1084.371719,15.54783164,One year,Fiber Optic,Yes,Electronic Check,Yes,No,Yes,Yes,Yes
7.55918608,129.962093,1615.988955,5.232014731,Month-to-month,DSL,Yes,Electronic Check,No,No,Yes,No,Yes
1.692982143,229.993134,643.5422493,10.53236725,Month-to-month,Fiber Optic,No,Electronic Check,Yes,Yes,No,Yes,Yes
6.069124406,149.948316,732.3533606,13.85111325,Month-to-month,Fiber Optic,Yes,Mailed Check,No,Yes,Yes,No,No
3.079467822,220.132293,841.9396981,8.140661137,Month-to-month,Fiber Optic,Yes,Mailed Check,No,No,Yes,Yes,Yes
6.240783682,149.962093,939.1433243,12.33741082,Two Year,Fiber Optic,No,Bank Transfer(automatic),No,No,Yes,No,No
11.76491612,190.173699,1588.313232,12.45682505,Two Year,,Yes,Mailed Check,Yes,No,Yes,Yes,Yes
4.868716415,179.965581,791.8768514,11.72006175,Month-to-month,Fiber Optic,No,Mailed Check,No,Yes,No,No,No
5.011675804,225.131966,1464.182884,9.309881954,Month-to-month,DSL,Yes,Electronic Check,Yes,Yes,Yes,Yes,Yes
15.27829427,230.105118,1838.063609,9.757158826,Month-to-month,Fiber Optic,No,Credit Card (automatic),No,No,Yes,Yes,Yes
4.06047424,210.156274,1173.76564,6.680449508,Month-to-month,,No,Mailed Check,Yes,No,Yes,Yes,Yes
9.618627021,152.509013,1280.37995,11.13463155,One year,,No,Electronic Check,Yes,No,Yes,No,No
4.952763872,149.948316,767.8506996,9.604665557,Two Year,Fiber Optic,Yes,Mailed Check,No,Yes,Yes,No,No
1.819217843,265.146969,816.9532955,9.312625685,Two Year,Fiber Optic,Yes,Credit Card (automatic),No,Yes,Yes,Yes,Yes
16.62593689,242.61428,1919.29861,9.738312225,Month-to-month,Fiber Optic,Yes,Bank Transfer(automatic),No,Yes,Yes,Yes,Yes
6.429025787,167.456419,800.3296612,10.75310595,Month-to-month,Fiber Optic,Yes,Electronic Check,No,No,No,No,Yes
5.31868521,190.159922,1070.978131,13.66391306,Two Year,,Yes,Bank Transfer(automatic),Yes,Yes,Yes,Yes,No
16.4659765,242.657291,2065.398671,12.73263489,Month-to-month,,No,Electronic Check,No,No,Yes,Yes,Yes
9.188837964,132.479779,1477.960194,10.75719664,Month-to-month,DSL,No,Mailed Check,Yes,No,Yes,No,Yes
13.3771743,139.95684,1298.399804,5.678334284,Month-to-month,Fiber Optic,Yes,Credit Card (automatic),Yes,No,Yes,No,No
5.688867768,207.609354,888.7604416,9.256839293,One year,Fiber Optic,Yes,Electronic Check,No,No,Yes,Yes,Yes
2.049006759,104.962874,433.121911,6.005716686,Month-to-month,,No,Mailed Check,No,No,Yes,No,No
22.11524673,172.456745,2496.770215,8.449531886,Two Year,DSL,No,Electronic Check,No,Yes,No,Yes,No
6.524843094,124.964303,561.4934455,7.843654266,Month-to-month,Fiber Optic,No,Credit Card (automatic),No,Yes,No,No,No
3.976063151,179.979358,587.1708313,13.62253111,Month-to-month,Fiber Optic,No,Electronic Check,No,No,No,No,Yes
24.64624542,137.439154,2278.858365,9.555432535,Two Year,Fiber Optic,No,Electronic Check,No,No,Yes,No,No
7.852675802,127.458638,1034.285556,11.21221327,Month-to-month,,No,Credit Card (automatic),No,No,Yes,No,No
6.745272795,210.105118,1668.961962,9.407074462,Month-to-month,DSL,No,Electronic Check,No,No,Yes,Yes,Yes
11.42508906,222.636202,1422.632058,6.086629667,Month-to-month,Fiber Optic,No,Electronic Check,Yes,Yes,Yes,Yes,Yes
